종목코드,종목명,시장구분,소속부,소속부,업종코드,업종명,결산월,지정자문인,상장주식수,액면가,자본금,통화구분,대표이사,대표전화,주소
"012630","HDC","KOSPI",,,"116409","기타 금융업","12",,"59741721","5000","298708605000","원(KRW)","정몽규, 정경구","02-2008-9114","서울특별시 강남구 영동대로 520 아이파크타워"
"039570","HDC랩스","KOSPI",,,"064203","전기 및 통신 공사업","12",,"25957601","500","12978800500","원(KRW)","김성은","02-1899-1909","서울특별시 서초구 효령로 346 서초 HDC랩스 타워 "
"089470","HDC현대EP","KOSPI",,,"032004","기타 화학제품 제조업","12",,"31900000","500","17200000000","원(KRW)","정 중 규","041-350-0500","충청남도 당진시  석문면 대호만로 1221-32 현대EP 주식회사"
"294870","HDC현대산업개발","KOSPI",,,"064101","건물 건설업","12",,"65907330","5000","329536650000","원(KRW)","최익훈, 김회언, 조태제 (각자 대표이사)","02-2008-9114","서울특별시 용산구 한강대로23길 55 현대아이파크몰 9층 "
"009540","HD한국조선해양","KOSPI",,,"116409","기타 금융업","12",,"70773116","5000","353865580000","원(KRW)","정기선, 김성준 (각자 대표이사)","02-1811-9114","경기도 성남시 분당구 분당수서로 477 정자동, HD현대그룹 글로벌 R&D센터"
"267250","HD현대","KOSPI",,,"116409","기타 금융업","12",,"78993085","1000","81433085000","원(KRW)","권오갑, 정기선"," 02-1811-6114","경기도 성남시 분당구 분당수서로 477 HD현대 글로벌 R&D센터"
"267270","HD현대건설기계","KOSPI",,,"032901","일반 목적용 기계 제조업","12",,"18847096","5000","94235480000","원(KRW)","최철곤","02-479-7880","경기도 성남시 분당구 분당수서로 477 11층(정자동, HD현대그룹 글로벌 R&D센터)"
"443060","HD현대마린솔루션","KOSPI",,,"137201","건축기술, 엔지니어링 및 관련 기술 서비스업","12",,"44450000","500","22225000000","원(KRW)","이기동","02-479-9500","부산광역시 해운대구 센텀중앙로 79 7층 "
"010620","HD현대미포","KOSPI",,,"033101","선박 및 보트 건조업","12",,"39942149","5000","199710745000","원(KRW)","김형관","052-250-3114","울산광역시 동구 방어진순환도로 100 (주)현대미포조선"
"322000","HD현대에너지솔루션","KOSPI",,,"032601","반도체 제조업","12",,"11200000","5000","56000000000","원(KRW)","박종환","1522-5001","경기도 성남시 분당구 분당수서로 477 9층(정자동, HD현대그룹 글로벌 R&D센터)"
"042670","HD현대인프라코어","KOSPI",,,"032902","특수 목적용 기계 제조업","12",,"199603453","1000","199603453000","원(KRW)","조영철, 오승현","032-211-1114","인천광역시 동구  인중로 489(화수동) "
"267260","HD현대일렉트릭","KOSPI",,,"032801","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","12",,"36047135","5000","180235675000","원(KRW)","조 석","02-746-7545","경기도 성남시 분당구 분당수서로 477 HD현대 글로벌 R&D센터"
"329180","HD현대중공업","KOSPI",,,"033101","선박 및 보트 건조업","12",,"88773116","5000","443865580000","원(KRW)","이상균, 노진율 (각자 대표이사)","052-202-2114","울산광역시 동구 방어진순환도로 1000 "
"097230","HJ중공업","KOSPI",,,"064102","토목 건설업","12",,"83274281","5000","416371405000","원(KRW)","김완석, 유상철","051-410-3114","부산광역시 영도구  태종로 233 한진중공업"
"014790","HL D&I","KOSPI",,,"064102","토목 건설업","12",,"37858601","5000","194374710000","원(KRW)","홍석화","02-3434-5114","서울특별시 송파구 올림픽로 289 "
"003580","HLB글로벌","KOSPI",,,"020702","기타 비금속광물 광업","12",,"46705673","500","23352836500","원(KRW)","김광재","02-6925-4450","강원도 정선군 사북읍 소금강로 3583-1 1층 101호(하이시티1)"
"204320","HL만도","KOSPI",,,"033003","자동차 신품 부품 제조업","12",,"46957120","1000","46957120000","원(KRW)","조성현, 김현욱 (각자대표)","031-680-6114","경기도 평택시 포승읍 하만호길 32 "
"060980","HL홀딩스","KOSPI",,,"116409","기타 금융업","12",,"10169410","5000","55086180000","원(KRW)","김광헌, 김준범","02-3434-5133","경기도 용인시 기흥구 기흥단지로 46 -"
"011200","HMM","KOSPI",,,"085001","해상 운송업","12",,"689039496","5000","3445197480000","원(KRW)","김경배","02-3706-5114","서울특별시 영등포구 여의대로 108 (여의도동, 파크원 타워1)"
"035000","HS애드","KOSPI",,,"137103","광고업","12",,"16567409","1000","17571493000","원(KRW)","박애리","02-705-2130","서울특별시 마포구  마포대로 155 LG마포B/D15F"
"003560","IHQ","KOSPI",,,"105901","영화, 비디오물, 방송프로그램 제작 및 배급업","12",,"5550124","500","2775062000","원(KRW)","오준","02-6005-6000","서울특별시 강서구 강서로 501-8 6층 "
"175330","JB금융지주","KOSPI",,,"116409","기타 금융업","12",,"195083198","5000","984914470000","원(KRW)","김기홍","02-2128-2714","전라북도 전주시 덕진구  백제대로 566 "
"234080","JW생명과학","KOSPI",,,"032102","의약품 제조업","12",,"15834554","2500","39586385000","원(KRW)","함은경","041-351-7600","충청남도 당진시 송악읍 한진1길 28 "
"001060","JW중외제약","KOSPI",,,"032102","의약품 제조업","12",,"23285930","2500","59594635000","원(KRW)","대표이사 신영섭","02-840-6777","경기도 과천시 과천대로7길 38 - "
"096760","JW홀딩스","KOSPI",,,"116409","기타 금융업","12",,"73924942","500","36962471000","원(KRW)","이경하, 차성남","02-840-6777","경기도 과천시 과천대로7길 38 - "
"105560","KB금융","KOSPI",,,"116409","기타 금융업","12",,"403511072","5000","2090557685000","원(KRW)","양종희","02-2073-7114","서울특별시 영등포구 국제금융로8길 26 (여의도동, 국민은행 여의도본점)"
"432320","KB스타리츠","KOSPI",,,"126801","부동산 임대 및 공급업","01",,"101414285","500","50707142500","원(KRW)","신명재","02-2167-8772","서울특별시 영등포구 국제금융로 10, 41층 "
"002380","KCC","KOSPI",,,"032004","기타 화학제품 제조업","12",,"8886471","5000","48084660000","원(KRW)","정몽진, 정재훈","02-3480-5000","서울특별시 서초구  사평대로 344 (주)케이씨씨 빌딩"
"344820","KCC글라스","KOSPI",,,"032301","유리 및 유리제품 제조업","12",,"15970512","1000","15970512000","원(KRW)","정몽익, 변종오(각자대표이사)",,"서울특별시 서초구 강남대로 587(잠원동) "
"009070","KCTC","KOSPI",,,"084903","도로 화물 운송업","12",,"30000000","500","15000000000","원(KRW)","류주환","02-310-0700","서울특별시 중구 남대문로 63 한진빌딩 "
"009440","KC그린홀딩스","KOSPI",,,"116409","기타 금융업","12",,"22434980","500","11217490000","원(KRW)","이태영","02-320-6114","서울특별시 마포구 상암산로 34디지털큐브 12층 "
"119650","KC코트렐","KOSPI",,,"032901","일반 목적용 기계 제조업","12",,"63669287","500","31834643500","원(KRW)","김현수","02-320-6114","서울특별시 마포구 상암산로 34디지털큐브 12층 "
"092220","KEC","KOSPI",,,"032601","반도체 제조업","12",,"200763141","500","100381570500","원(KRW)","이종홍","02-2025-5000","서울특별시 서초구  마방로10길 5 "
"003620","KG모빌리티","KOSPI",,,"033001","자동차용 엔진 및 자동차 제조업","12",,"195193522","5000","975967610000","원(KRW)","곽재선, 황기영, 박장호(각자대표이사)","031-610-1114","경기도 평택시  동삭로 455-12 "
"016380","KG스틸","KOSPI",,,"032401","1차 철강 제조업","12",,"100008897","5000","500044485000","원(KRW)","박성희","02-3450-8114","서울특별시 중구 통일로 92 케이지타워 서울 중구 순화동 1-170, 케이지타워, 5층 "
"001390","KG케미칼","KOSPI",,,"032001","기초 화학물질 제조업","12",,"68469040","1000","71128350000","원(KRW)","곽정현, 김재익","052-231-1842","울산광역시 울주군 온산읍 당월로 322 "
"033180","KH 필룩스","KOSPI",,,"032602","전자부품 제조업","12",,"18658120","500","9479060000","원(KRW)","배보성","070-7780-8000","경기도 양주시 광적면 광적로 235-48 "
"015590","KIB플러그에너지","KOSPI",,,"032901","일반 목적용 기계 제조업","12",,"236981544","500","118490772000","원(KRW)","허성호","052-278-9000","울산광역시 남구  처용로 260-37 "
"001940","KISCO홀딩스","KOSPI",,,"032401","1차 철강 제조업","12",,"16176380","1000","18476380000","원(KRW)","장세홍, 이병제 (각자대표)","055-260-0500","경상남도 창원시 성산구  공단로103번길 12 한국철강(주) "
"025000","KPX케미칼","KOSPI",,,"032001","기초 화학물질 제조업","12",,"4840000","5000","24200000000","원(KRW)","양준영, 박승구, 이찬수(각자대표이사)","02-2014-4000","서울특별시 마포구  마포대로 137  KPX빌딩"
"092230","KPX홀딩스","KOSPI",,,"032001","기초 화학물질 제조업","12",,"4224646","5000","21123230000","원(KRW)","양준영","02-2014-4150","서울특별시 마포구  마포대로 137 KPX빌딩 19층"
"000040","KR모터스","KOSPI",,,"033109","그외 기타 운송장비 제조업","12",,"60132868","500","30066434000","원(KRW)","노성석","055-282-7011","경상남도 창원시 성산구 완암로 28 　"
"044450","KSS해운","KOSPI",,,"085001","해상 운송업","12",,"23085880","500","11592940000","원(KRW)","박찬도","3702-2700","서울특별시 종로구 인사동길 12 대일빌딩 8층 "
"030200","KT","KOSPI",,,"106102","전기 통신업","12",,"257164985","5000","1564498835000","원(KRW)","김영섭","02-100","경기도 성남시 분당구 불정로 90 KT 본사 "
"033780","KT&G","KOSPI",,,"031201","담배 제조업","12",,"130322497","5000","954959485000","원(KRW)","방경만","042-939-5000","대전광역시 대덕구 벚꽃길 71 주식회사 케이티앤지"
"058850","KTcs","KOSPI",,,"106309","기타 정보 서비스업","12",,"42685000","500","23842500000","원(KRW)","김현수","042-604-5138","대전광역시 서구 갈마로 160 "
"058860","KTis","KOSPI",,,"106309","기타 정보 서비스업","12",,"34802000","500","17401000000","원(KRW)","이선주","02-3215-2054","서울특별시 영등포구 여의대로 14 케이티빌딩 10층"
"093050","LF","KOSPI",,,"031401","봉제의복 제조업","12",,"29240000","5000","146200000000","원(KRW)","오규식, 김상균 (각자 대표이사)","02-3441-8114","서울특별시 강남구 언주로 870 (신사동) "
"003550","LG","KOSPI",,,"116409","기타 금융업","12",,"157300993","5000","801613065000","원(KRW)","구광모, 권봉석","02-3773-1114","서울특별시 영등포구  여의대로 128 "
"034220","LG디스플레이","KOSPI",,,"032602","전자부품 제조업","12",,"500000000","5000","2500000000000","원(KRW)","정철동","02-3777-1010","서울특별시 영등포구 여의대로 128 LG트윈타워 (동관 12층) "
"051900","LG생활건강","KOSPI",,,"032004","기타 화학제품 제조업","12",,"15618197","5000","88589470000","원(KRW)","이정애","02-3773-1114","서울특별시 종로구  새문안로 58 "
"373220","LG에너지솔루션","KOSPI",,,"032802","일차전지 및 축전지 제조업","12",,"234000000","500","117000000000","원(KRW)","김동명",,"서울특별시 영등포구 여의대로 108, 타워 1 "
"032640","LG유플러스","KOSPI",,,"106102","전기 통신업","12",,"436611361","5000","2573969175000","원(KRW)","황현식","02-3773-1114","서울특별시 용산구 한강대로 32 (한강로3가) LG유플러스 용산사옥"
"011070","LG이노텍","KOSPI",,,"032602","전자부품 제조업","12",,"23667107","5000","118335535000","원(KRW)","문혁수","02-3777-1114","서울특별시 강서구 마곡중앙10로 30 LG사이언스파크 "
"066570","LG전자","KOSPI",,,"032604","통신 및 방송 장비 제조업","12",,"163647814","5000","904169030000","원(KRW)","조주완","02-3777-1114","서울특별시 영등포구  여의대로 128 LG트윈타워"
"037560","LG헬로비전","KOSPI",,,"106002","텔레비전 방송업","12",,"77446865","2500","193617162500","원(KRW)","송구영","02-1855-1000","서울특별시 마포구 월드컵북로56길 19 6층(상암동, 드림타워) "
"051910","LG화학","KOSPI",,,"032001","기초 화학물질 제조업","12",,"70592343","5000","391405715000","원(KRW)","신학철","02-3777-1114","서울특별시 영등포구  여의대로 128 "
"079550","LIG넥스원","KOSPI",,,"032502","무기 및 총포탄 제조업","12",,"22000000","5000","110000000000","원(KRW)","신익현","1644 - 2005","경기도 용인시 기흥구 마북로 207 엘아이지넥스원(주) "
"006260","LS","KOSPI",,,"116409","기타 금융업","12",,"32200000","5000","161000000000","원(KRW)","명노현","02-2189-9988","서울특별시 용산구 한강대로 92 LS용산타워 - "
"010120","LS ELECTRIC","KOSPI",,,"032801","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","12",,"30000000","5000","150000000000","원(KRW)","구자균, 김동현","02-2034-4224","경기도 안양시 동안구  엘에스로 127 LS타워"
"000680","LS네트웍스","KOSPI",,,"074608","상품 종합 도매업","12",,"78803016","5000","394015080000","원(KRW)","문성준","02-799-7114","경상남도 김해시 호계로 428 1층(부원동, 세화빌딩)"
"229640","LS에코에너지","KOSPI",,,"116409","기타 금융업","12",,"30624879","500","15312439500","원(KRW)","이상호","02-2189-8974","서울특별시 용산구 한강대로 92 LS용산타워 4층(한강로2가, LS용산타워)"
"108320","LX세미콘","KOSPI",,,"032601","반도체 제조업","12",,"16264300","500","8132150000","원(KRW)","이윤태","042-712-7700","대전광역시 유성구 테크노2로 222 "
"001120","LX인터내셔널","KOSPI",,,"074601","상품 중개업","12",,"38760000","5000","193800000000","원(KRW)","윤춘성","02-6924-3114","서울특별시 종로구 새문안로 58 LG광화문빌딩 "
"108670","LX하우시스","KOSPI",,,"032202","플라스틱제품 제조업","12",,"8967670","5000","50000000000","원(KRW)","한명호","080-005-4000","서울특별시 중구 후암로 98 LG서울역빌딩 "
"383800","LX홀딩스","KOSPI",,,"116409","기타 금융업","12",,"76280690","1000","77745975000","원(KRW)","구본준, 노진서","02-6924-3123","서울특별시 종로구 새문안로 58 LG광화문빌딩"
"023150","MH에탄올","KOSPI",,,"031101","알코올음료 제조업","12",,"7378526","500","4596763000","원(KRW)","최동호","055-231-0701","경상남도 창원시 마산회원구 내서읍 광려천남로 25 "
"035420","NAVER","KOSPI",,,"106301","자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","12",,"162408594","100","16481339500","원(KRW)","최수연","1588-3830","경기도 성남시 분당구 정자일로 95 1784"
"181710","NHN","KOSPI",,,"105802","소프트웨어 개발 및 공급업","12",,"33766123","500","18758957500","원(KRW)","정우진","1544-6859","경기도 성남시 분당구  대왕판교로645번길 16 플레이뮤지엄"
"400760","NH올원리츠","KOSPI",,,"126801","부동산 임대 및 공급업","12",,"42200000","500","21100000000","원(KRW)","소선호","02-6264-2834","서울특별시 영등포구 국제금융로8길 2 농협재단빌딩 5층 "
"005940","NH투자증권","KOSPI",,,"116601","금융 지원 서비스업","12",,"327492299","5000","1782560200000","원(KRW)","윤병운","02-768-7000","서울특별시 영등포구 여의대로 108 파크원NH금융타워(타워2)"
"338100","NH프라임리츠","KOSPI",,,"126801","부동산 임대 및 공급업","11",,"18660000","500","9330000000","원(KRW)","소선호","02-6264-2836","서울특별시 영등포구 국제금융로8길  2 5층(여의도동, 농협재단빌딩)"
"034310","NICE","KOSPI",,,"137105","회사 본부 및 경영 컨설팅 서비스업","12",,"37503477","500","18941150000","원(KRW)","조대민","02-2122-4000","서울특별시 영등포구 은행로 17 (여의도동) NICE 그룹 1사옥"
"030190","NICE평가정보","KOSPI",,,"106309","기타 정보 서비스업","12",,"60107670","500","30357410000","원(KRW)","신희부","02-2122-4000","서울특별시 영등포구 은행로 17 "
"008260","NI스틸","KOSPI",,,"032401","1차 철강 제조업","12",,"28600117","500","14300058500","원(KRW)","이창환","02-758-6789","서울특별시 동작구 동작대로 35 - "
"004250","NPC","KOSPI",,,"032202","플라스틱제품 제조업","12",,"36720000","500","21000000000","원(KRW)","최병민,나창엽,최석기(각자 대표이사)","031-5174-8800","경기도 안산시 단원구  해안로 289 엔피씨(주) "
"456040","OCI","KOSPI",,,"032001","기초 화학물질 제조업","12",,"8952495","5000","44762475000","원(KRW)","김택중, 김유신","02-727-9500","서울특별시 중구 소공로 94 OCI빌딩 "
"010060","OCI홀딩스","KOSPI",,,"116409","기타 금융업","12",,"19563983","5000","106852180000","원(KRW)","이우현, 서진석(2인, 각자 대표이사)","02-727-9300","서울특별시 중구  소공로 94 OCI 빌딩"
"178920","PI첨단소재","KOSPI",,,"032202","플라스틱제품 제조업","12",,"29366322","500","14683161000","원(KRW)","송금수","02-2181-8600","충청북도 진천군 이월면 고등1길 27 "
"005490","POSCO홀딩스","KOSPI",,,"032401","1차 철강 제조업","12",,"84571230","5000","482403125000","원(KRW)","대표이사 회장  장인화,
대표이사 사장  정기섭","054-220-0114","경상북도 포항시 남구 동해안로 6261 -"
"010950","S-Oil","KOSPI",,,"031902","석유 정제품 제조업","12",,"112582792","2500","291511797500","원(KRW)","Anwar A. Al-Hejazi (안와르 에이 알-히즈아지)","02-3772-5151","서울특별시 마포구  백범로 192 "
"034120","SBS","KOSPI",,,"106002","텔레비전 방송업","12",,"18551238","5000","92756190000","원(KRW)","방문신","02-2061-0006","서울특별시 양천구  목동서로 161 "
"005090","SGC에너지","KOSPI",,,"043501","전기업","12",,"14409333","5000","73385020000","원(KRW)","이우성, 박준영, 이복영","02-489-9400","서울특별시 서초구 양재대로 246 2층,3층 한국소비자원"
"001380","SG글로벌","KOSPI",,,"033003","자동차 신품 부품 제조업","12",,"44964143","500","22482071500","원(KRW)","이의범","070-5038-6333","충청남도 예산군 예산읍 창말로 75 (주)SG글로벌"
"004060","SG세계물산","KOSPI",,,"074608","상품 종합 도매업","12",,"202424960","500","101212480000","원(KRW)","이의범","02-850-5191","서울특별시 금천구 벚꽃로 278 6층(가산동,에스제이테크노빌) "
"001770","SHD","KOSPI",,,"032401","1차 철강 제조업","12",,"1214878","5000","6074390000","원(KRW)","신종호","031-499-9922","경기도 안산시 단원구  번영2로 31 (성곡동,시화4다706)"
"002360","SH에너지화학","KOSPI",,,"032001","기초 화학물질 제조업","12",,"111133730","500","55566865000","원(KRW)","정케빈규봉","063-469-1500","전라북도 군산시 외항7길 20 "
"009160","SIMPAC","KOSPI",,,"032401","1차 철강 제조업","12",,"65429516","500","32714758000","원(KRW)","최진식","032-510-0044","인천광역시 부평구  부평북로 141 (주)SIMPAC"
"123700","SJM","KOSPI",,,"033003","자동차 신품 부품 제조업","12",,"15604898","500","7802449000","원(KRW)","김휘중 (단독 대표이사)","031-490-3838","경기도 안산시 단원구  별망로459번길 20 (주)에스제이엠"
"025530","SJM홀딩스","KOSPI",,,"074502","자동차 부품 및 내장품 판매업","12",,"14934008","500","7467004000","원(KRW)","김용호, 김휘중(각자대표이사)","031-491-4151","경기도 안산시 단원구 별망로459번길 20 "
"034730","SK","KOSPI",,,"116409","기타 금융업","12",,"73198329","200","16143092800","원(KRW)","최태원, 장용호","02-2121-5114","서울특별시 종로구 종로 26 SK주식회사"
"011790","SKC","KOSPI",,,"032004","기타 화학제품 제조업","12",,"37868298","5000","189341490000","원(KRW)","박원철","031-250-7114","경기도 수원시 장안구 정자로 102 SKC첨단기술중앙연구소 (정자동 911-10)"
"018670","SK가스","KOSPI",,,"074607","기타 전문 도매업","12",,"9230244","5000","46151220000","원(KRW)","윤병석","02-6200-8114","경기도 성남시 분당구 판교로 332 ECO Hub"
"001740","SK네트웍스","KOSPI",,,"074607","기타 전문 도매업","12",,"221277902","2500","620469117500","원(KRW)","이호정","070-7800-2114","경기도 수원시 팔달구 매산로52번길 4 - "
"006120","SK디스커버리","KOSPI",,,"116409","기타 금융업","12",,"18785855","5000","111677150000","원(KRW)","최창원, 전광현","02-2008-2008","경기도 성남시 분당구 판교로 332 -"
"210980","SK디앤디","KOSPI",,,"126801","부동산 임대 및 공급업","12",,"18617382","1000","18617382000","원(KRW)","김도현","02-398-4700","경기도 성남시 분당구 판교로 332 (삼평동)"
"395400","SK리츠","KOSPI",,,"126801","부동산 임대 및 공급업","03",,"270132679","500","135066339500","원(KRW)","에스케이리츠운용 주식회사","02-6353-7070","서울특별시 중구 세종대로 136 15층 "
"302440","SK바이오사이언스","KOSPI",,,"032101","기초 의약물질 및 생물학적 제제 제조업","12",,"76827750","500","38413875000","원(KRW)","안재용","02-2008-2136","경기도 성남시 분당구 판교로 310 "
"326030","SK바이오팜","KOSPI",,,"137001","자연과학 및 공학 연구개발업","12",,"78313250","500","39156625000","원(KRW)","이동훈","031-8093-0114","경기도 성남시 분당구 판교역로 221 "
"402340","SK스퀘어","KOSPI",,,"116409","기타 금융업","12",,"134749960","100","14146757100","원(KRW)","박성하","02-6100-3114","서울특별시 중구 을지로 65 SK T타워 "
"361610","SK아이이테크놀로지","KOSPI",,,"032802","일차전지 및 축전지 제조업","12",,"71297592","1000","71297592000","원(KRW)","김철중","02-2121-5114","서울특별시 종로구 종로 26 (서린동, SK서린동빌딩) "
"100090","SK오션플랜트","KOSPI",,,"032401","1차 철강 제조업","12",,"59195568","500","29597784000","원(KRW)","이승철","055-391-7020","경상남도 고성군 동해면 내산3길 51-1 "
"096770","SK이노베이션","KOSPI",,,"031902","석유 정제품 제조업","12",,"95735590","5000","509519950000","원(KRW)","박상규","02-2121-5114","서울특별시 종로구  종로 26 "
"475150","SK이터닉스","KOSPI",,,"064101","건물 건설업","12",,"27997571","200","5599514200","원(KRW)","김해중","031-606-1300","경기도 성남시 분당구 판교로 332 "
