종목코드,종목명,시장구분,소속부,소속부,업종코드,업종명,결산월,지정자문인,상장주식수,액면가,자본금,통화구분,대표이사,대표전화,주소
"290120","DH오토리드","KOSDAQ","우량기업부",,"033003","자동차 신품 부품 제조업","12",,"15515138","500","7757569000","원(KRW)","이석근","063-210-3900","전라북도 완주군 봉동읍 완주산단8로 66 "
"025440","DH오토웨어","KOSDAQ","중견기업부",,"032605","영상 및 음향기기 제조업","12",,"153906120","500","76953060000","원(KRW)","김진우","02-2102-3031","서울 금천구 가산동 60-19 번지 "
"068790","DMS","KOSDAQ","우량기업부",,"032902","특수 목적용 기계 제조업","12",,"24573061","500","12286530500","원(KRW)","이석화","031-8031-1133","경기도 용인시 기흥구 흥덕중앙로 120 유타워 6층 (영덕동)"
"241520","DSC인베스트먼트","KOSDAQ","중견기업부",,"116402","신탁업 및 집합투자업","12",,"27496125","500","13905701500","원(KRW)","윤건수","02-3453-3190","서울특별시 성동구 뚝섬로1길 10 (성수동1가) 3층"
"180400","DXVX","KOSDAQ","중견기업부",,"137209","기타 과학기술 서비스업","12",,"30219432","500","15109716000","원(KRW)","이용구, 권규찬 (각자 대표이사)","02-890-8700","서울특별시 금천구 디지털로 173, 1003 "
"245620","EDGC","KOSDAQ","관리종목(소속부없음)",,"137001","자연과학 및 공학 연구개발업","12",,"138493951","100","13849395100","원(KRW)","대표이사 이민섭","032-713-2100","인천광역시 연수구 갯벌로 143 -"
"037370","EG","KOSDAQ","중견기업부",,"032001","기초 화학물질 제조업","12",,"8624972","1000","8624972000","원(KRW)","박지만","041 -750 -7777","전라남도 광양시 명당3길 118 -"
"050120","ES큐브","KOSDAQ","중견기업부",,"074604","생활용품 도매업","12",,"13564086","5000","69092013500","원(KRW)","안경환","02-3446-4875","서울특별시 강남구 강남대로 556 12층(논현동, 논현빌딩) "
"214270","FSN","KOSDAQ","중견기업부",,"105802","소프트웨어 개발 및 공급업","12",,"33250463","500","16625231500","원(KRW)","이상석, 서정교 (각자 대표이사)","02-541-3126","서울특별시 강남구 언주로 637 싸이칸타워 "
"130500","GH신소재","KOSDAQ","우량기업부",,"031309","기타 섬유제품 제조업","12",,"14545052","500","7272526000","원(KRW)","우희구","054-460-8100","경상북도 구미시  1공단로4길 141-54 "
"900290","GRT","KOSDAQ","외국기업(소속부없음)",,"116409","기타 금융업","06",,"67375000","무액면","770089223","중국위안(CNY)","주영남","85236458129","Room 01, 21F, Prosper Commercial Building, 9 Yin Chong Street, Kowloon, Hong Kong "
"083450","GST","KOSDAQ","우량기업부",,"032902","특수 목적용 기계 제조업","12",,"9317745","500","4658872500","원(KRW)","김덕준, 장광수(각자대표)","031-371-2200","경기도 화성시 동탄면 동탄산단6길 15-13 "
"297890","HB솔루션","KOSDAQ","우량기업부",,"032902","특수 목적용 기계 제조업","12",,"73114318","500","36750836000","원(KRW)","이재원","041-549-8850","충청남도 아산시 음봉면 연암율금로 77-26 "
"440290","HB인베스트먼트","KOSDAQ","중견기업부",,"116409","기타 금융업","12",,"27107010","500","13553505000","원(KRW)","황유선","02-3448-5620","서울특별시 강남구 언주로 819 "
"078150","HB테크놀러지","KOSDAQ","우량기업부",,"032902","특수 목적용 기계 제조업","12",,"92715916","500","46357958000","원(KRW)","문성준","031-332-0060","충청남도 아산시 음봉면 산동로 87 "
"195940","HK이노엔","KOSDAQ","중견기업부",,"032102","의약품 제조업","12",,"28329891","500","14452249500","원(KRW)","곽달원","02-6477-0000","충청북도 청주시 흥덕구 오송읍 오송생명2로 239 에이치케이이노엔(주) 오송공장 "
"028300","HLB","KOSDAQ","중견기업부",,"032103","의료용품 및 기타 의약 관련제품 제조업","12",,"130845364","500","65422682000","원(KRW)","진양곤, 백윤기 (각자대표)","02-3453-4414","세종특별자치시  연동면 명학산단서로 10-5 -"
"278650","HLB바이오스텝","KOSDAQ","우량기업부",,"137001","자연과학 및 공학 연구개발업","12",,"86730589","100","8673058900","원(KRW)","문정환","032-833-8899","인천광역시 연수구 아카데미로79번길 38 - "
"067630","HLB생명과학","KOSDAQ","중견기업부",,"032103","의료용품 및 기타 의약 관련제품 제조업","12",,"107644871","500","53822435500","원(KRW)","남상우, 한용해(각자대표)","02-2627-6700","경기도 화성시 동탄첨단산업1로 51-9 8층(영천동,엠타워지식산업센터)"
"024850","HLB이노베이션","KOSDAQ","중견기업부",,"032602","전자부품 제조업","12",,"72378055","500","36189027500","원(KRW)","-","031-522-3700","경기도 화성시 향남읍 발안공단로4길 16 구문천리 928"
"047920","HLB제약","KOSDAQ","기술성장기업부","기술성장기업","137001","자연과학 및 공학 연구개발업","12",,"31766701","500","15883350500","원(KRW)","박재형","02-411-1514","경기도 남양주시 경강로 27 "
"115450","HLB테라퓨틱스","KOSDAQ","중견기업부",,"074607","기타 전문 도매업","12",,"79249138","500","39624569000","원(KRW)","안기홍","031-786-7800","경기도 성남시 분당구  정자일로 248 2201 "
"046210","HLB파나진","KOSDAQ","벤처기업부",,"032103","의료용품 및 기타 의약 관련제품 제조업","12",,"41014527","500","20507263500","원(KRW)","장인근","042-861-9295","대전광역시 유성구  테크노10로 54 "
"403870","HPSP","KOSDAQ","중견기업부",,"032902","특수 목적용 기계 제조업","12",,"82934144","500","41467072000","원(KRW)","김용운","031-227-9898","경기도 화성시 삼성1로1길 26 석우동"
"036640","HRS","KOSDAQ","우량기업부",,"032002","합성고무 및 플라스틱 물질 제조업","12",,"16354800","500","8177400000","원(KRW)","김진성","02  -780 -6156","경기도 평택시  팽성읍 추팔산단2길 7 "
"439730","IBKS제20호스팩","KOSDAQ","SPAC(소속부없음)",,"116601","금융 지원 서비스업","12",,"4310000","100","431000000","원(KRW)","최규원","02-6915-5797","서울특별시 영등포구 국제금융로6길 11(여의도동, 삼덕빌딩) "
"442770","IBKS제21호스팩","KOSDAQ","SPAC(소속부없음)",,"116601","금융 지원 서비스업","12",,"4210000","100","421000000","원(KRW)","김태우","02-6915-5356","서울특별시 영등포구 국제금융로6길 11(여의도동, 삼덕빌딩) "
"448760","IBKS제22호스팩","KOSDAQ","SPAC(소속부없음)",,"116601","금융 지원 서비스업","12",,"4430000","100","443000000","원(KRW)","윤별수","02-6915-5334","서울특별시 영등포구 국제금융로6길 11 삼덕빌딩 "
"467930","IBKS제23호스팩","KOSDAQ","SPAC(소속부없음)",,"116601","금융 지원 서비스업","12",,"4230000","100","423000000","원(KRW)","오창수","02-6915-5356","서울특별시 영등포구 국제금융로6길 11 "
"469480","IBKS제24호스팩","KOSDAQ","SPAC(소속부없음)",,"116601","금융 지원 서비스업","12",,"4230000","100","423000000","원(KRW)","김강민","02-6915-5583","서울특별시 영등포구 국제금융로6길 11 &nbsp"
"095340","ISC","KOSDAQ","우량기업부",,"074605","기계장비 및 관련 물품 도매업","12",,"21197058","500","10598529000","원(KRW)","김정렬, 김종우 (공동 대표이사)","031-777-7675","경기도 성남시 수정구 금토로40번길 26 -"
"099520","ITX-AI","KOSDAQ","관리종목(소속부없음)",,"032605","영상 및 음향기기 제조업","12",,"45281824","500","22640912000","원(KRW)","박상열,박근식 (각자 대표이사)","02-2082-8500","서울특별시 금천구  가산디지털1로 212 코오롱디지털타워애스턴 906호"
"950170","JTC","KOSDAQ","외국기업(소속부없음)",,"074701","종합 소매업","02",,"50288623","무액면","0","일본엔(JPY)","구철모","02-785-9101","(160-0017) 도쿄도 신주쿠구 사몬쵸 2-6 와코빌딩 6F - "
"067290","JW신약","KOSDAQ","중견기업부",,"032102","의약품 제조업","12",,"50841502","500","25420751000","원(KRW)","김용관","02-840-6111","경기도 과천시 과천대로7길 38 - "
"035900","JYP Ent.","KOSDAQ","우량기업부",,"105902","오디오물 출판 및 원판 녹음업","12",,"35532492","500","17960951500","원(KRW)","정욱","02-2225-8100","서울특별시 강동구 강동대로 205 (성내동, JYP Center 빌딩) "
"318000","KBG","KOSDAQ","벤처기업부",,"032002","합성고무 및 플라스틱 물질 제조업","12",,"8740223","200","1748044600","원(KRW)","부삼열","041-523-6201","충청남도 천안시 동남구 성남면 대흥신덕길 84-19 "
"024840","KBI메탈","KOSDAQ","중견기업부",,"032402","1차 비철금속 제조업","12",,"34290179","500","17145089500","원(KRW)","김병제,김재충 각자대표이사","053-610-5610","대구광역시 달성군 논공읍 논공로87길 88 갑을메탈 대구공장"
"024120","KB오토시스","KOSDAQ","중견기업부",,"033003","자동차 신품 부품 제조업","12",,"11500000","500","5750000000","원(KRW)","김신완","041-537-5345","충청남도 아산시  음봉면 아산온천로 528-24 "
"455250","KB제25호스팩","KOSDAQ","SPAC(소속부없음)",,"116601","금융 지원 서비스업","12",,"4305000","100","430500000","원(KRW)","전현식","02-6114-0904","서울특별시 영등포구 여의대방로67길 10, 405호 "
"458320","KB제26호스팩","KOSDAQ","SPAC(소속부없음)",,"116601","금융 지원 서비스업","12",,"5505000","100","550500000","원(KRW)","주우식","02-6114-2957","서울특별시 영등포구 여의나루로 50 "
"464680","KB제27호스팩","KOSDAQ","SPAC(소속부없음)",,"116601","금융 지원 서비스업","12",,"12905000","100","1290500000","원(KRW)","이태영","02-6114-0458","서울특별시 영등포구 여의나루로 50 "
"476470","KB제28호스팩","KOSDAQ","SPAC(소속부없음)",,"116601","금융 지원 서비스업","12",,"5505000","100","550500000","원(KRW)","고광범","0261141682","서울특별시 영등포구 여의나루로 50 "
"021320","KCC건설","KOSDAQ","우량기업부",,"064101","건물 건설업","12",,"21400000","5000","107000000000","원(KRW)","정몽열,심광주","02-513-5500","서울특별시 서초구  강남대로 587 KCC 건설 "
"036670","KCI","KOSDAQ","우량기업부",,"032004","기타 화학제품 제조업","12",,"11270000","500","5635000000","원(KRW)","이진용","031 -497 -6411","충남 서산시 대산읍 대죽리 13-7 "
"044180","KD","KOSDAQ","투자주의환기종목(소속부없음)",,"064101","건물 건설업","12",,"26717799","500","13358899500","원(KRW)","안태일","070-5138-4366","경기도 안산시 단원구 광덕서로 102 406-3호"
"046440","KG모빌리언스","KOSDAQ","우량기업부",,"105802","소프트웨어 개발 및 공급업","12",,"38825568","500","19412784000","원(KRW)","유승용","(02)2192-2000","서울특별시 중구 통일로 92 케이지타워 16층"
"151860","KG에코솔루션","KOSDAQ","우량기업부",,"032004","기타 화학제품 제조업","12",,"49603002","500","26853361000","원(KRW)","엄기민","031-488-1122","경기도 시흥시  소망공원로 5 (정왕동) KG ETS(주)"
"035600","KG이니시스","KOSDAQ","우량기업부",,"105802","소프트웨어 개발 및 공급업","12",,"27904434","500","13952217000","원(KRW)","이선재","02-1588-4954","서울특별시 중구 통일로 92 케이지타워 14,15층"
"226360","KH 건설","KOSDAQ","투자주의환기종목(소속부없음)",,"064102","토목 건설업","12",,"23756732","100","2375673200","원(KRW)","권혁범(권한대행)","02-6114-0920","서울특별시 금천구 가산디지털1로 165 1401호, 1402호 (가산동)"
"111870","KH 미래물산","KOSDAQ","관리종목(소속부없음)",,"032605","영상 및 음향기기 제조업","12",,"4665773","500","2332886500","원(KRW)","배보성","032-683-7300","경기도 부천시 오정구  삼작로107번길 52 "
"060720","KH바텍","KOSDAQ","우량기업부",,"032602","전자부품 제조업","12",,"23677442","500","11838721000","원(KRW)","남광희","054-465-0630","경상북도 구미시  1공단로10길 53-12 (주)KH바텍 "
"058400","KNN","KOSDAQ","우량기업부",,"106002","텔레비전 방송업","12",,"132429720","500","66214860000","원(KRW)","이오상","051-850-9000","부산광역시 해운대구  센텀서로 30 케이엔엔타워 "
"122450","KX","KOSDAQ","우량기업부",,"106002","텔레비전 방송업","12",,"45335964","500","22768238500","원(KRW)","한찬수, 이강봉(각자 대표이사)","02-2647-1255","서울특별시 강동구 고덕비즈밸리로6길 90 9층 "
"052900","KX하이텍","KOSDAQ","우량기업부",,"032202","플라스틱제품 제조업","12",,"55107517","500","27553758500","원(KRW)","강천석","(041)539-6114","충청남도 아산시  음봉면 연암율금로 330 비아이이엠티 "
"376190","LB루셈","KOSDAQ","중견기업부",,"032601","반도체 제조업","12",,"24600000","500","12800000000","원(KRW)","이대교","054-478-0344","경상북도 구미시 4공단로7길 9 "
"061970","LB세미콘","KOSDAQ","우량기업부",,"032601","반도체 제조업","12",,"43784592","500","21892296000","원(KRW)","김남석","031-680-1600","경기도 평택시 청북면 청북산단로 138 "
"309960","LB인베스트먼트","KOSDAQ","중견기업부",,"116409","기타 금융업","12",,"23217239","1000","23217239000","원(KRW)","박기호","02-3467-0500","서울특별시 강남구 테헤란로 512, 13층(대치동, 신안빌딩) "
"225190","LK삼양","KOSDAQ","중견기업부",,"032703","사진장비 및 광학기기 제조업","12",,"50748440","100","5074844000","원(KRW)","구본욱, 신승열 (각자 대표이사)","055-250-5600","경상남도 창원시 마산회원구 자유무역6길 123 "
"060370","LS마린솔루션","KOSDAQ","중견기업부",,"064203","전기 및 통신 공사업","12",,"25938232","1000","25938232000","원(KRW)","이승용","(051)704-0004","부산광역시 해운대구 송정광어골로 42  "
"417200","LS머트리얼즈","KOSDAQ","중견기업부",,"032602","전자부품 제조업","12",,"67652659","500","33826329500","원(KRW)","홍영호","031-8045-8600","경기도 안양시 동안구 엘에스로116번길 39 엘에스엠트론 하이테크 센터 6층 "
"086960","MDS테크","KOSDAQ","중견기업부",,"105802","소프트웨어 개발 및 공급업","12",,"87671788","200","18264737800","원(KRW)","이창열, 이정승","031-627-3000","경기도 성남시 분당구 대왕판교로644번길 49 9층(삼평동, DTC타워) "
"038340","MIT","KOSDAQ","관리종목(소속부없음)",,"032602","전자부품 제조업","12",,"26484298","500","13292149000","원(KRW)","김택환","02-3438-6912","강원특별자치도 원주시 문막읍 문막공단길 59 -"
"160550","NEW","KOSDAQ","중견기업부",,"105901","영화, 비디오물, 방송프로그램 제작 및 배급업","12",,"27906106","500","13953053000","원(KRW)","김우택","02-3490-9300","서울특별시 강남구 학동로9길 5 - "
"053290","NE능률","KOSDAQ","우량기업부",,"105801","서적, 잡지 및 기타 인쇄물 출판업","12",,"16526307","500","8263153500","원(KRW)","주민홍","02-2014-7114","서울특별시 마포구 월드컵북로 396 누리꿈스퀘어 비즈니스타워 10층 "
"060250","NHN KCP","KOSDAQ","우량기업부",,"116601","금융 지원 서비스업","12",,"40160611","500","20080305500","원(KRW)","박준석","(02)2108-1000","서울특별시 구로구 디지털로26길 72 - "
"104200","NHN벅스","KOSDAQ","중견기업부",,"105802","소프트웨어 개발 및 공급업","12",,"14827550","500","7413775000","원(KRW)","왕문주","031-8038-2947","서울특별시 강남구 강남대로 586 (논현동, 제이빌딩)"
"222160","NPX","KOSDAQ","관리종목(소속부없음)",,"032902","특수 목적용 기계 제조업","12",,"9894439","500","5025373000","원(KRW)","Samuel Hwang, 김경수","031-8005-5155","경기도 용인시 기흥구 탑실로58번길 14 &nbsp"
"024940","PN풍년","KOSDAQ","벤처기업부",,"074604","생활용품 도매업","12",,"10000000","500","5000000000","원(KRW)","유재원","031-491-2965","경기도 안산시 단원구 별망로 620 "
"218410","RFHIC","KOSDAQ","우량기업부",,"032604","통신 및 방송 장비 제조업","12",,"26484442","500","13393217000","원(KRW)","조덕수","031-8069-3016","경기도 과천시 과천대로12길 110 (문원동)"
"327260","RF머트리얼즈","KOSDAQ","벤처기업부",,"032602","전자부품 제조업","12",,"8433231","500","4216615500","원(KRW)","남동우","031-499-2817","경기도 안산시 단원구 강촌로 213, 215(목내동) ."
"091340","S&K폴리텍","KOSDAQ","중견기업부",,"032602","전자부품 제조업","12",,"11703721","500","5851860500","원(KRW)","강원형","031-432-8061","경기도 안산시 단원구 시화벤처로 515 성곡동 808-6번지"
"419530","SAMG엔터","KOSDAQ","기술성장기업부","기술성장기업","105901","영화, 비디오물, 방송프로그램 제작 및 배급업","12",,"8590930","500","4295465000","원(KRW)","김수훈","02-535-6773","서울특별시 강남구 테헤란로 325 8층"
"019550","SBI인베스트먼트","KOSDAQ","중견기업부",,"116402","신탁업 및 집합투자업","12",,"162066575","500","83533287500","원(KRW)","공동대표이사 안재광
공동대표이사 소우 에이이치로","02-2139-9200","서울특별시 강남구 테헤란로 509엔씨타워1 14층 "
"950110","SBI핀테크솔루션즈","KOSDAQ","외국기업(소속부없음)",,"105802","소프트웨어 개발 및 공급업","03",,"24052540","무액면","0","일본엔(JPY)","카네코 유이치","81-3-3498-5011","일본 동경 시부야구 시부야 2-1-1, 아오야마 퍼스트 빌딩 "
"036120","SCI평가정보","KOSDAQ","중견기업부",,"106309","기타 정보 서비스업","12",,"35500000","500","17750000000","원(KRW)","박영수","02  -3445-5000","서울특별시 영등포구 국회대로70길 23 - "
"246960","SCL사이언스","KOSDAQ","기술성장기업부","기술성장기업","032103","의료용품 및 기타 의약 관련제품 제조업","12",,"7236830","500","3618415000","원(KRW)","이경률, 선호창 (각자대표)","02-6959-1338","서울특별시 영등포구 선유로13길 25 에이스하이테크시티 2차 1209호 "
"099220","SDN","KOSDAQ","중견기업부",,"074605","기계장비 및 관련 물품 도매업","12",,"56171811","500","28085905500","원(KRW)","백형근,정성원","02-446-6691","경기도 성남시 수정구 대왕판교로 1281 - "
"036540","SFA반도체","KOSDAQ","우량기업부",,"032601","반도체 제조업","12",,"164460303","500","82487451500","원(KRW)","김영민","041-520-6400","충청남도 천안시 서북구  백석공단7로 16 STS반도체통신(주) "
"255220","SG","KOSDAQ","중견기업부",,"032309","기타 비금속 광물제품 제조업","12",,"61175910","100","6117591000","원(KRW)","박창호","032-574-6525","인천광역시 서구 봉수대로300번길 15, 300번길 9 &nbsp"
"040610","SG&G","KOSDAQ","중견기업부",,"085209","기타 운송관련 서비스업","12",,"34087196","500","17043598000","원(KRW)","이 의 범","02-2105-6315","경기도 안산시 단원구 원시로 239-10 (원시동)"
"049470","SGA","KOSDAQ","중견기업부",,"105802","소프트웨어 개발 및 공급업","12",,"58862249","100","5886224900","원(KRW)","박재한, 은유진 (각자 대표이사)","070-7308-9319","서울특별시 송파구 정의로8길 4 케이디70, 1004호 "
"184230","SGA솔루션즈","KOSDAQ","벤처기업부",,"105802","소프트웨어 개발 및 공급업","12",,"62599161","100","6259916100","원(KRW)","최영철","02-574-6856","서울특별시 송파구 정의로8길 9 에이제이빌딩 6층 "
"016250","SGC E&C","KOSDAQ","우량기업부",,"064101","건물 건설업","12",,"3243585","5000","16733065000","원(KRW)","이우성, 이창모 (각자대표이사)","02-489-9000","서울특별시 서초구 양재대로 246(염곡동) "
"048550","SM C&C","KOSDAQ","중견기업부",,"137103","광고업","12",,"96706620","500","48353310000","원(KRW)","남궁철","02-6233-6400","서울특별시 성동구 왕십리로 83-21 디타워동 14층(성수동1가, 아크로 서울포레스트)"
"063440","SM Life Design","KOSDAQ","중견기업부",,"031802","기록매체 복제업","12",,"46029154","500","23374577000","원(KRW)","탁영준","031-955-7171","경기도 파주시 직지길 376 "
"067160","SOOP","KOSDAQ","우량기업부",,"105802","소프트웨어 개발 및 공급업","12",,"11494767","500","5747383500","원(KRW)","Jung Chan Yong","031-622-8380","경기도 성남시 분당구  판교로228번길 15 판교7벤처밸리3 1단지 2동 201, 901호"
"289080","SV인베스트먼트","KOSDAQ","중견기업부",,"116409","기타 금융업","03",,"53234000","500","26617000000","원(KRW)","박성호, 홍원호","02-3775-1020","서울특별시 영등포구 국제금융로 10 46층 (여의도동, 쓰리아이에프씨)"
"089230","THE E&M","KOSDAQ","중견기업부",,"106309","기타 정보 서비스업","12",,"20311761","1000","20311761000","원(KRW)","신환률, 김대권(각자대표)","02-2088-8222","서울특별시 서초구 강남대로101안길 41 . "
"161570","THE MIDONG","KOSDAQ","투자주의환기종목(소속부없음)",,"032605","영상 및 음향기기 제조업","12",,"21096354","500","10548177000","원(KRW)","후샹샹(HU XIANGXIANG)","070-7425-0614","서울특별시 서초구 남부순환로 2652 대명빌딩 7층 "
"032540","TJ미디어","KOSDAQ","우량기업부",,"032605","영상 및 음향기기 제조업","12",,"13931609","500","6965804500","원(KRW)","윤나라","02  -3663-4700","서울특별시 마포구 월드컵북로 434 (상암동 1590) 상암아이티타워 8층 "
"022220","TKG애강","KOSDAQ","우량기업부",,"032202","플라스틱제품 제조업","12",,"51794579","500","25897289500","원(KRW)","서정환","043-723-2007","충청북도 충주시 중앙탑면 기업도시로 422 -"
"048770","TPC","KOSDAQ","벤처기업부",,"032901","일반 목적용 기계 제조업","12",,"15697991","500","7848995500","원(KRW)","엄주섭, 엄재윤","032 -572 -1700","인천광역시 서구 갑문2로 39 (오류동) 단해창도클러스터 "
"246690","TS인베스트먼트","KOSDAQ","중견기업부",,"116402","신탁업 및 집합투자업","12",,"41477862","500","20738931000","원(KRW)","김웅, 변기수(각자 대표)","02-6250-5700","서울특별시 강남구 선릉로 531, 3층 302호 "
"317240","TS트릴리온","KOSDAQ","벤처기업부",,"032004","기타 화학제품 제조업","12",,"107240922","100","10724092200","원(KRW)","이남용","02-2122-9226","서울특별시 영등포구 양평로 96 1층,6층,8층(양평동4가,티에스빌딩)"
"057030","YBM넷","KOSDAQ","중견기업부",,"168507","교육지원 서비스업","12",,"16312697","500","8156348500","원(KRW)","김종익","(02) 2008-5200","서울특별시 종로구 종로 98 지상 4층~9층 "
"040300","YTN","KOSDAQ","우량기업부",,"105901","영화, 비디오물, 방송프로그램 제작 및 배급업","12",,"42000000","1000","42000000000","원(KRW)","김백","(02) 398-8000","서울특별시 마포구 상암산로 76와이티엔뉴스퀘어 "
"051390","YW","KOSDAQ","벤처기업부",,"074608","상품 종합 도매업","12",,"11355368","500","5677684000","원(KRW)","우병일","(031)703-7118","경기도 성남시 분당구  야탑남로 280 801(야탑동,분당테크노파크씨동)"
"052220","iMBC","KOSDAQ","중견기업부",,"106301","자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","12",,"23000000","500","11500000000","원(KRW)","이선태","02-2105-1100","서울특별시 마포구 성암로 25510층(상암동, 문화방송미디어센터) "
"079940","가비아","KOSDAQ","우량기업부",,"105802","소프트웨어 개발 및 공급업","12",,"13535684","500","6767842000","원(KRW)","김홍국","1544-4370","경기도 성남시 분당구  대왕판교로 660 유스페이스1 B동 401호,501호"
"078890","가온그룹","KOSDAQ","중견기업부",,"032604","통신 및 방송 장비 제조업","12",,"17410157","500","8705078500","원(KRW)","임동연","031-724-8500","경기도 성남시 분당구  성남대로 884-3 "
"399720","가온칩스","KOSDAQ","벤처기업부",,"032601","반도체 제조업","12",,"11488320","500","5744160000","원(KRW)","정규동","031-697-8267","경기도 성남시 수정구 금토로40번길 26 A동 4층"
"036620","감성코퍼레이션","KOSDAQ","우량기업부",,"074607","기타 전문 도매업","12",,"90744892","500","45609288000","원(KRW)","김호선","02-3140-1000","서울특별시 서초구 방배로 162 서울시 서초구 방배로 162, 4층(예광빌딩) "
"217730","강스템바이오텍","KOSDAQ","기술성장기업부","기술성장기업","032101","기초 의약물질 및 생물학적 제제 제조업","12",,"55937925","500","27968962500","원(KRW)","나종천","02-888-1590","서울특별시 강남구 테헤란로 512 신안빌딩 17층"
"114190","강원에너지","KOSDAQ","우량기업부",,"032809","기타 전기장비 제조업","12",,"26123038","500","13061519000","원(KRW)","신진용,유승주","070-7467-9000","전라북도 군산시 자유무역1길 60 웰크론강원 510-9, 510-10, 510-12"
"094480","갤럭시아머니트리","KOSDAQ","중견기업부",,"105802","소프트웨어 개발 및 공급업","12",,"39229838","500","19614919000","원(KRW)","신동훈","070-4193-4023","서울시 강남구 수서동 715번지 수서오피스 빌딩 12층 "
